model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
 I10,2016,6490,Manual,29152,Petrol,30,57.6,1.2
 I10,2019,8489,Manual,100,Petrol,145,60.1,1.0
 I10,2016,5991,Manual,37000,Petrol,20,61.4,1.0
 I10,2017,7798,Manual,30891,Petrol,150,60.1,1.0
 I10,2017,6999,Manual,27000,Petrol,150,60.1,1.0
 IX20,2017,10499,Automatic,27347,Petrol,150,43.5,1.6
 Tucson,2017,14499,Semi-Auto,31474,Diesel,150,57.6,1.7
 I10,2018,7999,Manual,4245,Petrol,145,60.1,1.0
 Santa Fe,2016,19797,Manual,14785,Diesel,200,46.3,2.2
 I10,2017,8397,Semi-Auto,27585,Petrol,145,47.9,1.2
 I10,2019,9987,Semi-Auto,8008,Petrol,150,47.9,1.2
 I30,2018,11197,Manual,28014,Petrol,150,52.3,1.4
 I20,2013,4950,Manual,47602,Petrol,30,57.6,1.2
 I10,2014,5702,Manual,23026,Petrol,30,57.6,1.2
 Ioniq,2019,19897,Automatic,3346,Hybrid,135,78.5,1.6
 I10,2018,7987,Manual,7096,Petrol,145,57.7,1.2
 I10,2018,7467,Manual,12215,Petrol,145,60.1,1.0
 I30,2019,16797,Manual,5088,Petrol,145,42.2,1.4
 Kona,2019,14897,Manual,4989,Petrol,145,44.1,1.0
 Tucson,2019,17697,Manual,15,Petrol,145,34.9,1.6
 Tucson,2019,17697,Manual,5,Petrol,145,34.9,1.6
 Tucson,2016,12990,Manual,20707,Petrol,160,44.8,1.6
 IX20,2017,9690,Automatic,27185,Petrol,160,43.5,1.6
 Tucson,2017,14490,Manual,18772,Diesel,30,61.7,1.7
 Kona,2019,14989,Manual,1850,Petrol,145,44.1,1.0
 Tucson,2019,27989,Semi-Auto,4371,Diesel,145,40.4,2.0
 I20,2019,11489,Manual,10686,Petrol,145,46.3,1.2
 I10,2017,6789,Manual,22969,Petrol,145,60.1,1.0
 I10,2017,5789,Manual,39877,Petrol,145,60.1,1.0
 I10,2017,8989,Manual,6787,Petrol,145,57.7,1.2
 I30,2019,22989,Manual,3391,Petrol,145,34.0,2.0
 I10,2019,8489,Manual,5607,Petrol,145,57.6,1.2
 I20,2016,9560,Manual,15085,Petrol,30,58.9,1.0
 I30,2013,5450,Manual,73856,Petrol,160,46.0,1.4
 Tucson,2019,21490,Manual,223,Petrol,145,34.9,1.6
 I10,2017,7500,Manual,11037,Petrol,145,60.1,1.0
 Ioniq,2019,21000,Automatic,5308,Hybrid,135,78.5,1.6
 Tucson,2017,14290,Manual,24987,Diesel,30,61.7,1.7
 IX20,2014,6190,Manual,37666,Diesel,30,64.2,1.6
 I10,2018,8990,Manual,10293,Petrol,145,57.6,1.2
 Tucson,2017,14490,Manual,20656,Diesel,30,61.7,1.7
 I30,2015,8490,Manual,28737,Petrol,145,48.7,1.4
 I40,2015,10995,Automatic,23043,Diesel,200,47.1,1.7
 Tucson,2017,14490,Manual,18856,Diesel,30,61.7,1.7
 I10,2017,7500,Manual,13088,Petrol,30,57.7,1.2
 I10,2018,8750,Manual,9934,Petrol,145,57.7,1.2
 I10,2018,8750,Manual,9151,Petrol,145,57.7,1.2
 Tucson,2019,19000,Manual,14593,Petrol,145,34.9,1.6
 I30,2018,11500,Manual,11651,Diesel,145,74.3,1.6
 I10,2014,6000,Manual,21029,Petrol,30,57.6,1.2
 Tucson,2017,16750,Manual,26393,Diesel,125,58.9,2.0
 Tucson,2016,16000,Manual,9952,Diesel,145,54.3,2.0
 Tucson,2017,12490,Manual,24230,Petrol,160,44.8,1.6
 Santa Fe,2016,17790,Manual,10236,Diesel,200,47.1,2.2
 I10,2018,9000,Manual,7727,Petrol,145,60.1,1.0
 I20,2019,9750,Manual,12884,Petrol,150,46.3,1.2
 I10,2019,9250,Manual,11005,Petrol,150,57.6,1.2
 I30,2018,11000,Manual,10429,Petrol,150,56.5,1.0
 IX20,2014,5495,Manual,47961,Diesel,30,64.2,1.6
 IX20,2016,9495,Manual,12936,Petrol,125,50.4,1.4
 I20,2017,8495,Manual,17630,Petrol,20,62.8,1.0
 I10,2018,7490,Manual,13678,Petrol,145,60.1,1.0
 I10,2015,4990,Manual,45278,Petrol,20,60.1,1.0
 I10,2017,5790,Manual,26570,Petrol,20,60.1,1.0
 I20,2018,9490,Manual,4222,Petrol,145,46.3,1.2
 Tucson,2016,12990,Manual,26573,Diesel,30,61.7,1.7
 Kona,2018,14690,Manual,32157,Petrol,145,44.1,1.0
 Tucson,2016,14490,Automatic,39573,Diesel,200,47.1,2.0
 IX20,2017,10290,Automatic,19825,Petrol,160,43.5,1.6
 I10,2019,8995,Manual,3066,Petrol,145,60.1,1.0
 I10,2017,8250,Manual,7808,Petrol,30,57.7,1.2
 IX20,2016,9750,Automatic,15728,Petrol,165,43.5,1.6
 I10,2018,8000,Manual,9533,Petrol,150,60.1,1.0
 Tucson,2019,23500,Semi-Auto,4479,Petrol,150,35.8,1.6
 IX35,2014,8500,Manual,41778,Diesel,150,53.3,1.7
 I20,2018,11995,Manual,4650,Petrol,145,56.5,1.0
 Santa Fe,2016,18491,Manual,34284,Diesel,200,47.1,2.2
 IX20,2017,9795,Automatic,31128,Petrol,145,43.5,1.6
 Kona,2019,16495,Manual,4459,Petrol,145,44.1,1.0
 I30,2019,23995,Manual,1636,Petrol,145,34.0,2.0
 I10,2018,6995,Manual,22539,Petrol,145,60.1,1.0
 Ioniq,2019,16895,Automatic,4967,Hybrid,135,78.5,1.6
 I10,2019,7495,Manual,10560,Petrol,145,60.1,1.0
 I10,2018,7495,Manual,6393,Petrol,145,60.1,1.0
 I10,2017,7295,Manual,10500,Petrol,145,60.1,1.0
 I10,2017,8995,Semi-Auto,36681,Petrol,145,47.9,1.2
 Ioniq,2019,16995,Automatic,6918,Hybrid,135,78.5,1.6
 Tucson,2019,15995,Manual,11133,Petrol,145,34.9,1.6
 Tucson,2016,12995,Manual,25329,Diesel,30,61.7,1.7
 IX20,2017,9795,Manual,10279,Petrol,145,50.4,1.4
 Tucson,2019,16495,Manual,11695,Petrol,145,34.9,1.6
 Santa Fe,2019,35995,Semi-Auto,2265,Diesel,145,39.2,2.2
 Kona,2019,20990,Semi-Auto,16,Petrol,145,37.7,1.6
 I10,2017,6295,Manual,30195,Petrol,145,60.1,1.0
 Tucson,2019,19995,Manual,10385,Petrol,145,34.9,1.6
 I30,2017,10995,Manual,11249,Petrol,30,56.5,1.0
 I10,2017,8495,Semi-Auto,31564,Petrol,145,47.9,1.2
 I800,2018,14495,Manual,37902,Diesel,145,37.7,2.5
 Ioniq,2019,19495,Automatic,4328,Hybrid,135,78.5,1.6
 Ioniq,2019,17995,Automatic,4454,Hybrid,135,78.5,1.6
 Tucson,2018,17995,Semi-Auto,2191,Petrol,150,39.8,1.6
 Tucson,2017,12991,Manual,10320,Diesel,30,61.7,1.7
 Tucson,2018,16040,Automatic,38183,Diesel,145,57.7,1.7
 I30,2017,10999,Manual,18539,Diesel,145,78.4,1.6
 I30,2016,8999,Manual,53878,Diesel,20,72.4,1.6
 Santa Fe,2019,32750,Automatic,4995,Diesel,145,39.8,2.2
 Tucson,2018,14995,Manual,10465,Petrol,145,44.8,1.6
 I800,2018,13992,Manual,39010,Diesel,145,37.7,2.5
 I800,2017,14777,Manual,29100,Diesel,300,37.7,2.5
 Tucson,2015,11050,Manual,26499,Diesel,30,61.7,1.7
 Tucson,2018,14995,Manual,18423,Petrol,145,34.9,1.6
 Kona,2018,16995,Manual,76,Petrol,145,44.1,1.0
 Tucson,2019,16995,Manual,8359,Petrol,145,34.9,1.6
 I20,2017,9995,Manual,23372,Petrol,20,62.8,1.0
 Tucson,2019,22995,Manual,2361,Hybrid,145,48.7,1.6
 I30,2019,16995,Manual,2511,Petrol,145,42.2,1.4
 Ioniq,2019,23995,Automatic,7865,Hybrid,135,78.5,1.6
 I10,2019,8995,Manual,2198,Petrol,145,60.1,1.0
 I10,2018,8295,Manual,10224,Petrol,145,57.7,1.2
 I30,2015,8995,Manual,29900,Diesel,20,72.4,1.6
 Tucson,2017,13995,Manual,13330,Diesel,30,61.7,1.7
 I30,2017,11990,Manual,15882,Petrol,150,52.3,1.4
 Tucson,2018,14500,Manual,14427,Petrol,150,44.8,1.6
 I20,2019,10200,Manual,9748,Petrol,145,46.3,1.2
 Tucson,2017,15991,Semi-Auto,34755,Diesel,125,57.6,1.7
 Tucson,2017,14420,Semi-Auto,28979,Diesel,125,57.6,1.7
 I10,2014,5794,Manual,18724,Petrol,20,60.1,1.0
 IX35,2013,7776,Manual,47232,Diesel,200,48.7,2.0
 Tucson,2018,18200,Semi-Auto,9545,Petrol,150,39.8,1.6
 Tucson,2018,18200,Semi-Auto,9545,Petrol,150,39.8,1.6
 I10,2017,6950,Manual,33000,Petrol,145,57.7,1.2
 IX20,2017,9750,Manual,12689,Petrol,145,50.4,1.4
 I800,2019,18995,Automatic,15927,Diesel,145,28.0,2.5
 I30,2018,10575,Manual,17774,Petrol,145,56.5,1.0
 Tucson,2018,17350,Automatic,16500,Petrol,145,36.2,1.6
 I10,2016,6250,Manual,17497,Petrol,20,61.4,1.0
 Tucson,2017,15490,Automatic,28354,Diesel,150,46.3,2.0
 I20,2016,6990,Manual,46164,Diesel,20,68.9,1.4
 Kona,2018,14490,Manual,19793,Petrol,145,52.3,1.0
 I20,2017,9990,Manual,20677,Petrol,145,58.9,1.0
 Tucson,2018,14990,Manual,12492,Petrol,150,44.8,1.6
 Tucson,2018,14990,Manual,12720,Petrol,150,44.8,1.6
 Tucson,2018,14500,Manual,13934,Petrol,150,44.8,1.6
 Kona,2019,14600,Manual,15139,Petrol,150,44.1,1.0
 Ioniq,2018,16990,Automatic,12306,Hybrid,140,78.5,1.6
 I10,2020,8990,Manual,2000,Petrol,145,60.1,1.0
 I10,2019,8290,Manual,2738,Petrol,145,60.1,1.0
 I30,2018,18490,Manual,29225,Petrol,150,34.0,2.0
 Tucson,2019,16990,Manual,5000,Petrol,145,34.9,1.6
 I10,2018,8450,Manual,12668,Petrol,145,57.7,1.2
 I800,2018,15990,Automatic,34605,Diesel,145,28.0,2.5
 IX20,2017,9490,Manual,6380,Petrol,145,50.4,1.4
 I30,2019,17490,Manual,3750,Petrol,145,42.2,1.4
 I40,2019,19490,Semi-Auto,2450,Diesel,145,53.3,1.6
 IX20,2019,12490,Manual,3850,Petrol,145,37.2,1.6
 Kona,2018,18290,Semi-Auto,11446,Petrol,145,42.2,1.6
 Kona,2019,22990,Semi-Auto,10,Petrol,145,37.7,1.6
 I30,2019,24990,Manual,3000,Petrol,145,34.0,2.0
 Santa Fe,2019,36990,Semi-Auto,2199,Diesel,145,39.2,2.2
 I10,2019,8990,Manual,3000,Petrol,145,49.6,1.0
 Tucson,2016,11490,Manual,52549,Diesel,30,61.7,1.7
 Tucson,2016,15990,Semi-Auto,43362,Diesel,125,57.6,1.7
 Tucson,2019,17500,Semi-Auto,15644,Petrol,150,36.2,1.6
 Kona,2018,16995,Manual,19,Petrol,145,44.1,1.0
 IX20,2017,9390,Manual,14962,Diesel,145,64.2,1.6
 I10,2017,6490,Manual,30193,Petrol,145,60.1,1.0
 I10,2016,7250,Manual,23552,Petrol,30,57.6,1.2
 Santa Fe,2019,29990,Semi-Auto,9993,Diesel,145,42.8,2.2
 Kona,2018,12490,Manual,10452,Petrol,145,44.1,1.0
 Kona,2018,13490,Manual,24239,Petrol,145,52.3,1.0
 Kona,2018,12790,Manual,18984,Petrol,145,52.3,1.0
 Tucson,2019,15790,Manual,17970,Petrol,150,34.9,1.6
 I10,2018,9200,Semi-Auto,29700,Petrol,150,47.9,1.2
 I20,2019,9890,Manual,14925,Petrol,145,46.3,1.2
 Ioniq,2018,18799,Automatic,11165,Hybrid,135,78.5,1.6
 I10,2018,7890,Manual,4500,Petrol,145,60.1,1.0
 Tucson,2019,17500,Semi-Auto,13136,Petrol,150,36.2,1.6
 I20,2019,10990,Manual,11435,Petrol,150,46.3,1.2
 Kona,2018,17495,Manual,19,Petrol,145,44.1,1.0
 Tucson,2017,18899,Automatic,23679,Diesel,150,47.1,2.0
 Tucson,2017,15730,Semi-Auto,9191,Diesel,125,57.6,1.7
 I30,2016,8417,Manual,26199,Petrol,145,48.7,1.4
 Tucson,2017,13095,Manual,26596,Petrol,145,44.8,1.6
 I30,2018,10733,Manual,38366,Petrol,145,56.5,1.0
 Tucson,2017,13700,Manual,33110,Diesel,30,61.7,1.7
 I30,2017,11990,Manual,16570,Petrol,150,52.3,1.4
 Tucson,2019,18990,Manual,508,Diesel,145,48.7,1.6
 Tucson,2019,20490,Semi-Auto,4011,Diesel,145,47.1,1.6
 I10,2019,8990,Manual,1222,Petrol,145,49.6,1.0
 Kona,2018,18990,Semi-Auto,10167,Petrol,145,42.2,1.6
 I10,2019,8990,Manual,3000,Petrol,145,49.6,1.0
 IX20,2016,6990,Manual,38186,Diesel,30,64.2,1.6
 Tucson,2018,14990,Manual,12964,Petrol,150,44.8,1.6
 Tucson,2019,22000,Semi-Auto,5000,Petrol,150,36.2,1.6
 Kona,2020,14990,Manual,3500,Petrol,150,44.1,1.0
 Kona,2018,14800,Manual,5357,Petrol,150,44.1,1.0
 Tucson,2018,16990,Manual,10309,Petrol,150,35.3,1.6
 Tucson,2017,14795,Manual,29000,Diesel,150,61.4,1.7
 I30,2017,11995,Semi-Auto,19000,Petrol,145,51.4,1.4
 I10,2019,9295,Manual,7000,Petrol,145,60.1,1.0
 Tucson,2019,20990,Manual,8045,Hybrid,145,51.4,1.6
 Tucson,2019,17490,Manual,8009,Petrol,145,34.9,1.6
 Kona,2019,15990,Manual,7842,Petrol,145,44.1,1.0
 Tucson,2019,15799,Manual,11958,Petrol,145,34.9,1.6
 Ioniq,2019,17699,Automatic,9337,Hybrid,135,78.5,1.6
 I10,2017,6699,Manual,18600,Petrol,30,57.6,1.2
 I20,2019,13750,Automatic,358,Petrol,145,49.6,1.0
 Tucson,2017,14499,Manual,15679,Diesel,145,61.7,1.7
 I800,2018,16699,Automatic,33943,Diesel,145,28.0,2.5
 Tucson,2017,17899,Manual,8256,Diesel,125,58.9,2.0
 Tucson,2019,17490,Semi-Auto,17452,Petrol,150,36.2,1.6
 I10,2018,8995,Semi-Auto,25968,Petrol,150,47.9,1.2
 Tucson,2015,13369,Manual,29083,Diesel,125,58.9,2.0
 I20,2019,13290,Manual,3000,Petrol,145,46.3,1.2
 Kona,2018,15990,Manual,9001,Petrol,145,52.3,1.0
 I30,2019,23990,Manual,4462,Petrol,145,34.0,2.0
 IX20,2018,10690,Manual,15853,Petrol,150,50.4,1.4
 I10,2015,5000,Manual,42692,Petrol,20,61.4,1.0
 I20,2014,4993,Manual,42545,Petrol,30,57.6,1.2
 Tucson,2019,24990,Automatic,2324,Hybrid,145,50.4,1.6
 Kona,2019,19990,Automatic,165,Petrol,145,37.7,1.6
 Kona,2019,20990,Automatic,144,Petrol,145,37.7,1.6
 I800,2018,17990,Automatic,36501,Diesel,145,28.0,2.5
 I20,2019,9890,Manual,12545,Petrol,145,46.3,1.2
 I20,2019,9699,Manual,17084,Petrol,145,46.3,1.2
 I20,2019,9699,Manual,17516,Petrol,145,46.3,1.2
 Tucson,2016,13690,Manual,39002,Diesel,145,54.3,2.0
 Tucson,2016,13990,Manual,23190,Diesel,30,61.7,1.7
 I10,2016,7990,Semi-Auto,15047,Petrol,145,47.9,1.2
 I30,2016,8990,Manual,33466,Diesel,0,78.4,1.6
 Santa Fe,2019,29290,Semi-Auto,4721,Diesel,145,39.8,2.2
 I30,2019,17690,Manual,4765,Petrol,145,42.2,1.4
 Kona,2019,17990,Semi-Auto,4461,Diesel,145,52.3,1.6
 Tucson,2017,15999,Semi-Auto,11247,Diesel,125,57.6,1.7
 I800,2018,14900,Manual,38984,Diesel,150,37.7,2.5
 I10,2019,8000,Manual,14002,Petrol,150,60.1,1.0
 I10,2018,8650,Manual,9170,Petrol,150,57.7,1.2
 I20,2019,10590,Manual,8195,Petrol,150,46.3,1.2
 Ioniq,2017,15190,Automatic,20005,Hybrid,140,78.5,1.6
 Tucson,2019,17850,Semi-Auto,4779,Petrol,150,36.2,1.6
 I10,2018,8690,Manual,21368,Petrol,150,57.6,1.2
 Tucson,2018,20900,Automatic,15327,Diesel,145,43.5,2.0
 Tucson,2019,26490,Semi-Auto,2617,Hybrid,145,50.4,1.6
 I20,2017,8990,Manual,18440,Petrol,150,62.8,1.0
 I10,2016,5690,Manual,33589,Petrol,20,60.1,1.0
 I10,2018,7040,Manual,9661,Petrol,145,60.1,1.0
 I30,2015,7560,Manual,33830,Diesel,0,78.4,1.6
 I10,2015,6497,Manual,22020,Petrol,30,57.6,1.2
 Tucson,2017,12490,Manual,17310,Diesel,145,61.7,1.7
 I10,2017,7464,Manual,29880,Petrol,145,57.7,1.2
 IX20,2016,7484,Manual,53220,Petrol,125,50.4,1.4
 Tucson,2019,18100,Semi-Auto,15630,Petrol,145,36.2,1.6
 I40,2019,17990,Semi-Auto,8651,Diesel,145,53.3,1.6
 Tucson,2019,23490,Manual,8641,Hybrid,145,47.9,1.6
 I20,2016,9999,Manual,16263,Petrol,30,55.4,1.2
 Ioniq,2019,21495,Semi-Auto,3103,Hybrid,135,78.5,1.6
 Ioniq,2017,16595,Automatic,20513,Hybrid,135,78.5,1.6
 Kona,2018,17495,Manual,76,Petrol,145,44.1,1.0
 I10,2015,6899,Manual,18405,Petrol,30,57.6,1.2
 I20,2019,9699,Manual,16295,Petrol,145,46.3,1.2
 Kona,2018,17495,Manual,30,Petrol,145,44.1,1.0
 Kona,2018,17495,Manual,18,Petrol,145,44.1,1.0
 I10,2017,6690,Manual,27821,Petrol,20,60.1,1.0
 Kona,2020,21320,Manual,1,Petrol,145,44.1,1.0
 IX20,2015,6890,Manual,29731,Petrol,125,50.4,1.4
 I30,2014,7100,Manual,45616,Petrol,165,46.0,1.4
 Tucson,2017,13399,Manual,10248,Petrol,145,44.8,1.6
 I10,2016,6699,Manual,10499,Petrol,20,60.1,1.0
 Santa Fe,2019,30999,Automatic,10035,Diesel,145,42.8,2.2
 I10,2017,7290,Manual,5082,Petrol,145,60.1,1.0
 Tucson,2019,15799,Manual,12763,Petrol,145,34.9,1.6
 I20,2019,12050,Manual,11435,Petrol,145,46.3,1.2
 Tucson,2019,16400,Manual,17970,Petrol,145,34.9,1.6
 Kona,2018,15850,Manual,5357,Petrol,145,44.1,1.0
 Tucson,2019,17500,Semi-Auto,13084,Petrol,145,36.2,1.6
 Tucson,2018,16295,Automatic,34719,Diesel,145,47.1,2.0
 I20,2019,11450,Manual,5000,Petrol,145,47.9,1.0
 I10,2019,9390,Manual,2000,Petrol,145,60.1,1.0
 I10,2019,9575,Manual,50,Petrol,145,60.1,1.0
 I20,2018,9695,Manual,5000,Petrol,145,46.3,1.2
 I10,2018,8190,Manual,2451,Petrol,145,60.1,1.0
 I20,2018,9895,Manual,5000,Petrol,145,46.3,1.2
 I20,2018,9690,Manual,9070,Petrol,145,46.3,1.2
 Kona,2018,12500,Manual,29920,Petrol,145,52.3,1.0
 I10,2020,12750,Manual,5000,Petrol,145,56.5,1.0
 I30,2017,9650,Manual,18027,Petrol,145,48.7,1.4
 I20,2019,11495,Manual,5000,Petrol,145,47.9,1.0
 Santa Fe,2019,40365,Semi-Auto,1,Diesel,145,39.2,2.2
 I20,2020,14400,Manual,1,Petrol,145,46.3,1.2
 I30,2019,27800,Manual,1,Petrol,145,34.0,2.0
 I10,2018,7490,Manual,13303,Petrol,145,60.1,1.0
 Ioniq,2019,19990,Automatic,2000,Hybrid,135,62.8,1.6
 Tucson,2019,22750,Automatic,2000,Hybrid,145,50.4,1.6
 Santa Fe,2020,36995,Semi-Auto,5000,Diesel,145,39.2,2.2
 I10,2019,7990,Manual,5000,Petrol,145,60.1,1.0
 I10,2019,7990,Manual,5000,Petrol,145,60.1,1.0
 Tucson,2018,15500,Manual,30210,Diesel,145,61.4,1.7
 Tucson,2020,24495,Semi-Auto,5000,Hybrid,145,50.4,1.6
 Tucson,2020,22750,Manual,3500,Petrol,145,34.9,1.6
 Tucson,2019,24990,Semi-Auto,3500,Diesel,145,47.1,1.6
 Santa Fe,2018,19099,Semi-Auto,31350,Diesel,145,42.8,2.2
 I10,2016,6650,Manual,13500,Petrol,20,60.1,1.0
 Santa Fe,2017,19495,Manual,26711,Diesel,200,47.1,2.2
 Ioniq,2019,22995,Automatic,6500,Hybrid,135,78.5,1.6
 Kona,2019,20500,Automatic,5000,Hybrid,135,52.3,1.6
 Tucson,2019,15790,Manual,13076,Petrol,150,34.9,1.6
 I20,2019,12480,Manual,3111,Petrol,145,47.9,1.0
 I10,2019,9380,Manual,3215,Petrol,145,49.6,1.0
 Tucson,2019,22480,Semi-Auto,2951,Hybrid,145,50.4,1.6
 Tucson,2019,21990,Manual,2326,Petrol,145,34.9,1.6
 Tucson,2019,23480,Semi-Auto,7469,Hybrid,145,50.4,1.6
 Tucson,2019,14980,Manual,12206,Petrol,145,35.3,1.6
 Ioniq,2018,18690,Automatic,7725,Hybrid,135,78.5,1.6
 I30,2019,17790,Manual,2451,Petrol,145,42.2,1.4
 Tucson,2019,21380,Semi-Auto,2812,Hybrid,145,50.4,1.6
 I10,2017,7700,Manual,24437,Petrol,145,60.1,1.0
 I10,2016,6700,Semi-Auto,39063,Petrol,150,47.9,1.2
 Tucson,2017,13795,Manual,22173,Diesel,30,61.7,1.7
 Tucson,2019,20250,Semi-Auto,25,Petrol,145,36.2,1.6
 I30,2017,12350,Manual,16570,Petrol,145,52.3,1.4
 I30,2017,12400,Manual,15814,Petrol,145,52.3,1.4
 Tucson,2018,15450,Manual,14427,Petrol,145,44.8,1.6
 Tucson,2018,15550,Manual,12492,Petrol,145,44.8,1.6
 Tucson,2018,15500,Manual,12720,Petrol,145,44.8,1.6
 Tucson,2018,15450,Manual,13915,Petrol,145,44.8,1.6
 Kona,2019,15650,Manual,15139,Petrol,145,44.1,1.0
 I30,2019,23990,Manual,500,Petrol,145,34.0,2.0
 Tucson,2019,20875,Semi-Auto,1348,Diesel,145,47.1,1.6
 I30,2019,14990,Manual,2562,Petrol,145,45.6,1.4
 IX20,2017,9450,Manual,15773,Petrol,145,50.4,1.4
 I30,2017,9995,Manual,22521,Petrol,145,56.5,1.0
 I20,2017,7995,Manual,49081,Petrol,20,62.8,1.0
 I20,2016,7995,Manual,18777,Petrol,30,55.4,1.2
 Ioniq,2019,21995,Automatic,9852,Hybrid,140,78.5,1.6
 I20,2016,6795,Manual,54325,Petrol,30,55.4,1.2
 Tucson,2017,18495,Semi-Auto,12980,Diesel,150,57.7,1.7
 I20,2016,7495,Manual,34720,Petrol,30,55.4,1.2
 IX35,2015,9795,Manual,54076,Diesel,165,51.4,2.0
 Tucson,2017,13995,Semi-Auto,40097,Diesel,150,57.6,1.7
 Kona,2019,17495,Manual,4672,Petrol,150,44.1,1.0
 Tucson,2015,13995,Manual,60230,Diesel,200,47.9,2.0
 Ioniq,2018,13795,Automatic,37221,Hybrid,135,78.5,1.6
 Kona,2019,20495,Semi-Auto,5521,Petrol,145,34.0,1.6
 Tucson,2019,17995,Manual,4412,Petrol,145,35.3,1.6
 Tucson,2019,21690,Semi-Auto,6219,Diesel,145,47.1,1.6
 Tucson,2018,17495,Manual,4760,Diesel,145,48.7,1.6
 Tucson,2019,22495,Semi-Auto,15511,Petrol,150,35.8,1.6
 Tucson,2019,15795,Manual,13980,Petrol,145,34.9,1.6
 I10,2015,5495,Manual,27056,Petrol,20,60.1,1.0
 Tucson,2018,17995,Manual,11779,Petrol,145,34.9,1.6
 I10,2018,10495,Semi-Auto,8168,Petrol,145,47.9,1.2
 Ioniq,2019,21995,Automatic,7138,Hybrid,135,62.8,1.6
 Tucson,2017,17995,Automatic,6987,Petrol,145,39.8,1.6
 I40,2019,19995,Semi-Auto,11013,Diesel,145,53.3,1.6
 Santa Fe,2020,35995,Semi-Auto,1088,Diesel,145,39.2,2.2
 I20,2020,11995,Manual,2310,Petrol,145,46.3,1.2
 I30,2020,15495,Manual,3363,Petrol,145,44.8,1.0
 Ioniq,2020,20995,Automatic,5395,Hybrid,135,62.8,1.6
 I10,2020,12995,Manual,921,Petrol,145,55.4,1.2
 I20,2019,9295,Manual,15216,Petrol,145,46.3,1.2
 I20,2017,8795,Automatic,25650,Petrol,160,45.6,1.4
 IX20,2017,8690,Manual,19363,Petrol,145,50.4,1.4
 I20,2019,11780,Manual,1485,Petrol,145,47.9,1.0
 Santa Fe,2019,32490,Semi-Auto,3960,Diesel,145,39.8,2.2
 I10,2019,9325,Manual,3682,Petrol,145,57.6,1.2
 Tucson,2020,25995,Semi-Auto,985,Petrol,145,35.8,1.6
 I10,2020,11795,Manual,23,Petrol,145,56.5,1.0
 Ioniq,2019,23495,Automatic,9230,Hybrid,135,78.5,1.6
 I10,2018,8995,Manual,24021,Petrol,145,57.7,1.2
 I40,2016,12995,Manual,18340,Diesel,125,60.1,1.7
 Ioniq,2019,23495,Automatic,4720,Hybrid,135,78.5,1.6
 I10,2015,6295,Manual,27390,Petrol,30,57.6,1.2
 Tucson,2019,14495,Manual,17642,Petrol,145,35.3,1.6
 I10,2017,7695,Manual,22022,Petrol,20,60.1,1.0
 Kona,2019,15295,Manual,5986,Petrol,145,44.1,1.0
 I30,2018,10450,Manual,24512,Petrol,150,56.5,1.0
 I20,2013,4599,Manual,43621,Petrol,30,57.6,1.2
 Tucson,2019,19995,Manual,10,Diesel,150,48.7,1.6
 Santa Fe,2017,19990,Semi-Auto,38202,Diesel,150,42.8,2.2
 Tucson,2020,25495,Semi-Auto,1000,Hybrid,145,50.4,1.6
 Tucson,2020,22995,Manual,1000,Petrol,145,34.9,1.6
 Ioniq,2017,14995,Automatic,23900,Hybrid,0,78.5,1.6
 I10,2019,8700,Manual,497,Petrol,150,60.1,1.0
 I30,2017,11795,Manual,13480,Petrol,150,52.3,1.4
 I20,2017,7995,Manual,24714,Petrol,150,58.9,1.2
 I10,2017,9495,Semi-Auto,12000,Petrol,150,47.9,1.2
 I10,2018,8300,Manual,6871,Petrol,145,60.1,1.0
 Kona,2019,21689,Automatic,5155,Hybrid,140,52.3,1.6
 Ioniq,2019,19689,Automatic,10000,Hybrid,140,78.5,1.6
 I10,2019,8695,Manual,10332,Petrol,145,60.1,1.0
 Ioniq,2018,15795,Automatic,32360,Hybrid,135,78.5,1.6
 Kona,2019,15995,Manual,5200,Petrol,145,44.1,1.0
 I10,2017,7495,Manual,11997,Petrol,145,60.1,1.0
 I30,2016,11995,Manual,14838,Petrol,235,38.7,1.6
 Santa Fe,2018,20550,Semi-Auto,21000,Diesel,145,42.8,2.2
 Tucson,2017,13397,Manual,19687,Petrol,165,44.8,1.6
 Tucson,2017,14407,Semi-Auto,36541,Diesel,150,57.6,1.7
 IX20,2019,11994,Manual,7887,Petrol,150,37.2,1.6
 Ioniq,2017,16790,Automatic,7858,Hybrid,135,78.5,1.6
 Tucson,2018,14991,Semi-Auto,32217,Diesel,150,57.6,1.7
 I10,2015,4871,Manual,42761,Petrol,20,60.1,1.0
 Tucson,2016,11490,Manual,12800,Diesel,30,61.7,1.7
 I10,2018,5995,Manual,35458,Petrol,145,57.7,1.2
 Tucson,2017,13995,Manual,10157,Diesel,30,61.7,1.7
 I20,2016,10000,Manual,21010,Petrol,125,51.4,1.4
 IX20,2018,12000,Manual,6684,Petrol,150,50.4,1.4
 IX35,2015,9000,Manual,41309,Diesel,150,53.3,1.7
 I10,2017,8380,Manual,19230,Petrol,145,57.7,1.2
 Tucson,2017,13510,Semi-Auto,38351,Diesel,125,57.6,1.7
 Tucson,2016,13495,Manual,37167,Diesel,150,54.3,2.0
 I10,2017,6995,Manual,14258,Petrol,150,60.1,1.0
